GeneName,logFC,pval,padj
CHD1L,-0.14244,0.401340595,0.401340595
CHD2,1.70485,6.12E-50,6.12E-50
CHD3,0.33663,0.012329263,0.012329263
CHD4,-0.04807,0.688700139,0.688700139
CHD6,0.43491,0.009222775,0.009222775
CHD7,0.35159,0.007030983,0.007030983
CHD8,0.34245,0.001202007,0.001202007
CHD9,0.92077,1.28E-09,1.28E-09
CHDC2,-0.05306,0,0
CHDH,-0.13069,0.778113008,0.778113008
CHEK1,-0.32113,0.158129896,0.158129896
CHEK2,1.03482,0.003895592,0.003895592
CHEK2P2,0,0,0
CHERP,0.64423,0.013823032,0.013823032
CHFR,-0.23382,0.267273944,0.267273944
CHGA,-0.90129,0,0
CHGB,0.31786,0.566353761,0.566353761
CHI3L1,-0.04114,0,0
CHI3L2,0.82996,0,0
CHIA,0,0,0
CHIAP2,0,0,0
CHIC1,1.17974,2.51E-06,2.51E-06
CHIC2,1.62007,1.38E-06,1.38E-06
CHID1,-0.29172,0.102309346,0.102309346
CHIT1,0,0,0
CHKA,-0.04454,0.885148548,0.885148548
CHKB,-0.02925,0,0
CHKB-CPT1B,0,0,0
CHL1,0.28178,0.641275716,0.641275716
CHM,0.20867,0.353399155,0.353399155
CHML,0.66535,0.000256766,0.000256766
CHMP1A,-0.07034,0.709136455,0.709136455
CHMP1B,0.35049,0.000168607,0.000168607
CHMP2A,-0.08086,0.489811944,0.489811944
CHMP2B,0.5889,0.001482243,0.001482243
CHMP3,-0.42326,0,0
CHMP4A,-0.35892,0.073840759,0.073840759
CHMP4B,-0.1889,0.245843224,0.245843224
CHMP4C,0.10678,0,0
CHMP5,0.25145,0.075444031,0.075444031
CHMP6,-0.23911,0.281310941,0.281310941
CHMP7,0.58587,0.000602084,0.000602084
CHN1,-0.03568,0.933902138,0.933902138
CHN2,0.11138,0,0
CHODL,0,0,0
CHODL-AS1,0,0,0
CHORDC1,0.18775,0.205803104,0.205803104
CHP1,-0.18248,0.084544049,0.084544049
CHP2,0,0,0
CHPF,-0.61726,0.00362516,0.00362516
CHPF2,-0.27369,0.015147777,0.015147777
CHPT1,-0.16001,0.387731679,0.387731679
CHRAC1,-0.07747,0.800318495,0.800318495
CHRD,0.97655,0,0
CHRDL1,0,0,0
CHRDL2,-0.10689,0,0
CHRFAM7A,-0.50634,0,0
CHRM1,0.63788,0,0
CHRM2,0,0,0
CHRM3,0.02083,0,0
CHRM4,-0.29269,0,0
CHRM5,-0.0725,0,0
CHRNA1,0,0,0
CHRNA10,0.97534,0,0
CHRNA2,-0.14267,0,0
CHRNA3,0.44464,0,0
CHRNA4,1.25794,0,0
CHRNA5,0.32761,0.43493605,0.43493605
CHRNA6,-0.27495,0,0
CHRNA7,-0.18943,0,0
CHRNA9,0.31719,0,0
CHRNB1,-0.32182,0.513980912,0.513980912
CHRNB2,0.68863,0,0
CHRNB3,-0.02925,0,0
CHRNB4,-0.79505,0,0
CHRND,0,0,0
CHRNE,-0.12655,0,0
CHRNG,0,0,0
CHST1,-0.05854,0,0
CHST10,-0.16786,0.611651868,0.611651868
CHST12,0.09373,0.808575418,0.808575418
CHST14,0.36807,0.299324983,0.299324983
CHST15,-0.06766,0.818388417,0.818388417
CHST3,-0.26807,0.15989039,0.15989039
CHST4,0.0819,0,0
CHST5,-0.41742,0,0
CHST6,-0.21262,0,0
CHST7,0.02953,0.930035809,0.930035809
CHST8,0,0,0
CHST9,0.06322,0,0
CHSY1,0.1809,0.413258923,0.413258923
CHSY3,-0.38725,0,0
CHTF18,0.34986,0.537088625,0.537088625
CHTF8,-0.37662,0.001894546,0.001894546
CHTOP,0.13671,0.378166111,0.378166111
CHUK,0.7001,3.64E-06,3.64E-06
CHURC1,0.05577,0.825969475,0.825969475
CHURC1-FNTB,0,0,0
CIAO1,-0.5475,5.22E-06,5.22E-06
CIAPIN1,-0.2334,0.051127861,0.051127861
CIB1,-0.29832,0.016434149,0.016434149
CIB2,0.51281,0.102309346,0.102309346
CIB3,0,0,0
CIB4,0.51452,0,0
CIC,0.8128,8.15E-07,8.15E-07
CIDEA,0,0,0
CIDEB,0.25775,0,0
CIDECP,-0.4403,0.406667224,0.406667224
CIITA,0,0,0
CILP,-0.1529,0,0
CILP2,1.0053,0.023758599,0.023758599
CINP,-0.54357,0.004090564,0.004090564
CIR1,0.69603,0.000945352,0.000945352
CIRBP,0.02543,0.902666432,0.902666432
CIRBP-AS1,-0.11583,0,0
CIRH1A,-0.26541,0.054868956,0.054868956
CISD1,-0.07131,0.766045881,0.766045881
CISD2,0.06645,0.827744124,0.827744124
CISD3,-0.61603,0.004137617,0.004137617
CISH,1.2521,0,0
CIT,-0.38196,0.449836944,0.449836944
CITED1,-0.29768,0,0
CITED2,-0.44457,0.045427314,0.045427314
CITED4,-0.00548,0.989764667,0.989764667
CIZ1,-0.38467,0.014190533,0.014190533
CKAP2,0.26995,0.299324983,0.299324983
CKAP2L,0.17617,0,0
CKAP4,0.10758,0.581690617,0.581690617
CKAP5,-0.15345,0.439323623,0.439323623
CKB,-0.43161,0.019055703,0.019055703
CKLF,-0.38158,0,0
CKLF-CMTM1,0,0,0
CKM,-0.05306,0,0
CKMT1A,0.04696,0,0
CKMT2,0,0,0
CKS1B,-0.39035,0.062852096,0.062852096
CKS2,0.52559,0.002190631,0.002190631
CLASP1,-0.21174,0.140298661,0.140298661
CLASP2,-0.26531,0.164135484,0.164135484
CLASRP,0.79548,4.67E-05,4.67E-05
CLC,0,0,0
CLCA1,0,0,0
CLCA2,-0.74519,0,0
CLCA3P,0,0,0
CLCA4,0,0,0
CLCC1,-0.66627,0.009225102,0.009225102
CLCF1,0.3627,0.191970688,0.191970688
CLCN1,-0.02925,0,0
CLCN2,0.21154,0.720963046,0.720963046
CLCN3,-0.05752,0.793761452,0.793761452
CLCN4,-0.30195,0.446508568,0.446508568
CLCN5,-0.07661,0.877426582,0.877426582
CLCN6,0.54151,0.017327164,0.017327164
CLCN7,-0.50338,1.24E-06,1.24E-06
CLCNKA,-0.0418,0,0
CLCNKB,0,0,0
CLDN1,-0.22413,0.071519274,0.071519274
CLDN10,0,0,0
CLDN10-AS1,0,0,0
CLDN11,0.16819,0,0
CLDN12,0.12235,0.513568177,0.513568177
CLDN14,-0.10689,0,0
CLDN15,0.22899,0.412361486,0.412361486
CLDN16,-0.16221,0,0
CLDN17,0,0,0
CLDN18,0,0,0
CLDN19,0,0,0
CLDN20,0,0,0
CLDN22,-0.17307,0,0
CLDN23,0.21878,0.62029808,0.62029808
CLDN24,-0.02925,0,0
CLDN25,0,0,0
CLDN4,-0.18729,0,0
CLDN5,0,0,0
CLDN6,0.17916,0,0
CLDN7,-1.08348,0,0
CLDN8,0,0,0
CLDN9,-0.34238,0,0
CLDND1,0.68434,9.26E-06,9.26E-06
CLDND2,0.76472,0.121011213,0.121011213
CLEC10A,0,0,0
CLEC11A,0.08735,0.878711711,0.878711711
CLEC12A,0,0,0
CLEC12B,0,0,0
CLEC14A,0,0,0
CLEC16A,-0.01227,0.964566692,0.964566692
CLEC17A,-0.04114,0,0
CLEC18A,-0.46445,0,0
CLEC18C,0.00523,0,0
CLEC19A,-0.23152,0,0
CLEC1A,0,0,0
CLEC1B,0,0,0
CLEC2A,0,0,0
CLEC2B,0.98424,0.052883042,0.052883042
CLEC2D,0.24041,0,0
CLEC2L,-0.14267,0,0
CLEC3A,0,0,0
CLEC3B,0.5921,0,0
CLEC4A,0.89,0,0
CLEC4C,0,0,0
CLEC4D,0,0,0
CLEC4F,0,0,0
CLEC4G,0,0,0
CLEC4GP1,0,0,0
CLEC4M,0,0,0
CLEC5A,0,0,0
CLEC6A,0,0,0
CLEC7A,0,0,0
CLEC9A,0,0,0
CLECL1,0,0,0
CLGN,0.38842,0,0
CLHC1,0.31567,0.561738429,0.561738429
CLIC1,-0.45372,4.24E-06,4.24E-06
CLIC2,-0.12135,0,0
CLIC3,-0.74519,0,0
CLIC4,0.05094,0.826088986,0.826088986
CLIC5,0,0,0
CLIC6,-0.04114,0,0
CLINT1,-0.02351,0.918453778,0.918453778
CLIP1,-0.29095,0.087020558,0.087020558
CLIP2,0.18632,0.240339989,0.240339989
CLIP3,0.2357,0,0
CLIP4,-0.2677,0.107735722,0.107735722
CLK2,0.47366,0.021166745,0.021166745
CLK2P,-0.19885,0,0
CLK3,0.28662,0.154691592,0.154691592
CLK4,1.18769,1.40E-09,1.40E-09
CLLU1,0,0,0
CLLU1OS,-0.10689,0,0
CLMN,-0.11483,0.55839411,0.55839411
CLN3,-0.50337,0.005681908,0.005681908
CLN5,0.24644,0.364986974,0.364986974
CLN6,0.11185,0.518370076,0.518370076
CLN8,-0.51572,2.73E-05,2.73E-05
CLNK,0,0,0
CLNS1A,-0.31225,0.06357693,0.06357693
CLOCK,0.33803,0.223440732,0.223440732
CLP1,0.56151,0.007211673,0.007211673
CLPB,-0.71177,7.49E-05,7.49E-05
CLPP,-0.65042,0.009784048,0.009784048
CLPS,0,0,0
CLPSL1,0,0,0
CLPSL2,-0.17307,0,0
CLPTM1,-0.25377,0.040120696,0.040120696
CLPTM1L,-0.43611,0.024137727,0.024137727
CLPX,0.2677,0.039005481,0.039005481
CLRN1,0,0,0
CLRN1-AS1,0,0,0
CLRN2,-0.04114,0,0
CLRN3,-0.04114,0,0
CLSPN,0.17663,0.795761679,0.795761679
CLSTN1,-0.54609,4.73E-06,4.73E-06
CLSTN2,-0.43843,0,0
CLSTN3,0.75307,7.49E-07,7.49E-07
CLTA,-0.11479,0.250241081,0.250241081
CLTB,-0.47307,0.004918037,0.004918037
CLTC,-0.34366,0.000447515,0.000447515
CLTCL1,0.1178,0.834508326,0.834508326
CLU,-1.04122,6.36E-30,6.36E-30
CLUAP1,0.14333,0.711535895,0.711535895
CLUH,0.08783,0.574078446,0.574078446
CLUL1,-0.0725,0,0
CLVS1,-0.05306,0,0
CLVS2,0,0,0
CLYBL,-0.57728,0.155257684,0.155257684
CMA1,0,0,0
CMAHP,-0.04114,0,0
CMAS,-0.2391,0.364967724,0.364967724
CMBL,-0.21427,0.159397575,0.159397575
CMC1,-0.15558,0.623575093,0.623575093
CMC2,-0.23644,0.338507111,0.338507111
CMC4,0.13629,0.819528512,0.819528512
CMIP,0.24759,0.146632718,0.146632718
CMKLR1,0.55859,0,0
CMPK1,-0.01782,0.924490124,0.924490124
CMSS1,0.12226,0.65087816,0.65087816
CMTM1,-0.7704,0,0
CMTM2,0,0,0
CMTM3,-0.1305,0.644376949,0.644376949
CMTM4,-0.15888,0.364572497,0.364572497
CMTM5,0,0,0
CMTM6,0.11357,0.687637709,0.687637709
CMTM7,-1.06642,0.001234409,0.001234409
CMTM8,0.09927,0.816794194,0.816794194
CMYA5,1.70672,0,0
CN5H6.4,-0.19155,0,0
CNBD1,0,0,0
CNBD2,-0.35195,0,0
CNBP,-0.30524,0.000688928,0.000688928
CNDP1,1.08644,0,0
CNDP2,-0.80406,2.56E-10,2.56E-10
CNEP1R1,0.35529,0.116978897,0.116978897
CNFN,-0.87527,0.042145105,0.042145105
CNGA1,-0.36964,0,0
CNGA2,0,0,0
CNGA3,0,0,0
CNGA4,-0.04114,0,0
CNGB1,0.16813,0,0
CNGB3,0,0,0
CNIH,0.20148,0.072581967,0.072581967
CNIH2,1.58024,0,0
CNIH3,-0.24396,0,0
CNIH4,-0.34017,0.059716236,0.059716236
CNKSR1,0.69647,0,0
CNKSR2,0.106,0.763630932,0.763630932
CNKSR3,-0.44108,0,0
CNN1,-0.27308,0,0
CNN2,-0.79612,7.50E-10,7.50E-10
CNN3,-0.45592,0.000516871,0.000516871
CNNM1,-0.30514,0.159165196,0.159165196
CNNM2,1.25802,0.000869723,0.000869723
CNNM3,0.24224,0.448039797,0.448039797
CNNM4,-0.12802,0.779931315,0.779931315
CNOT1,-0.18533,0.011803651,0.011803651
CNOT10,-0.16384,0.537808157,0.537808157
CNOT11,0.06222,0.635139893,0.635139893
CNOT2,-0.13919,0.492397887,0.492397887
CNOT3,0.44219,0.008309135,0.008309135
CNOT4,1.15892,9.32E-14,9.32E-14
CNOT6,0.9467,6.40E-13,6.40E-13
CNOT6L,0.88512,0.004420084,0.004420084
CNOT7,-0.20293,0.115626293,0.115626293
CNOT8,0.24344,0.222612838,0.222612838
CNP,-0.07576,0.687431993,0.687431993
CNPPD1,-0.43867,0.02007587,0.02007587
CNPY1,-0.04114,0,0
CNPY2,-0.39838,0.002031667,0.002031667
CNPY3,-0.67168,0.002266161,0.002266161
CNPY4,-0.60395,0.181103221,0.181103221
CNR1,0.45456,0,0
CNR2,0,0,0
CNRIP1,0,0,0
CNST,-0.07579,0.820033852,0.820033852
CNTD1,-0.07346,0,0
CNTD2,0.04842,0,0
CNTF,0,0,0
CNTFR,0.69309,0,0
CNTLN,0.67486,0.138949682,0.138949682
CNTN1,-0.40576,0.002357663,0.002357663
CNTN2,0,0,0
CNTN3,0,0,0
CNTN4-AS2,0,0,0
CNTN5,-0.23078,0,0
CNTN6,0,0,0
CNTNAP1,-0.08077,0.81901355,0.81901355
CNTNAP3,-0.35508,0.024033013,0.024033013
CNTNAP3B,-0.2987,0.040866855,0.040866855
CNTNAP4,0,0,0
CNTNAP5,0,0,0
CNTRL,-0.50722,0.198061078,0.198061078
CNTROB,0.37211,0.023903338,0.023903338
COA1,-0.43312,0.017913356,0.017913356
COA3,-0.88359,2.21E-09,2.21E-09
COA4,0.04386,0.82226067,0.82226067
COA5,-0.06224,0.822057133,0.822057133
COA6,0.25062,0.236344438,0.236344438
COASY,-0.5675,3.07E-05,3.07E-05
COBL,-0.54419,0.004693821,0.004693821
COBLL1,0.22196,0.531329452,0.531329452
COCH,-0.15532,0.771484415,0.771484415
COG1,-0.27788,0.269099775,0.269099775
COG2,-0.31764,0.162624243,0.162624243
COG3,0.61767,0.00098896,0.00098896
COG4,-0.70586,7.46E-06,7.46E-06
COG5,-0.27232,0.202491122,0.202491122
COG6,-0.39161,0.258746562,0.258746562
COG7,-0.60459,0.02997444,0.02997444
COG8,-0.37843,0.135813986,0.135813986
COIL,0.79312,4.58E-05,4.58E-05
COL10A1,0,0,0
COL11A1,-0.05306,0,0
COL11A2,1.05423,0.016057791,0.016057791
COL12A1,0.22947,0.108130254,0.108130254
COL14A1,-0.17307,0,0
COL16A1,0.63933,0.044236373,0.044236373
COL18A1,-0.957,2.09E-27,2.09E-27
COL18A1-AS1,0,0,0
COL18A1-AS2,0,0,0
COL19A1,0,0,0
COL1A1,0.40041,0.485978742,0.485978742
COL1A2,0,0,0
COL20A1,0.36233,0.420291505,0.420291505
COL22A1,-0.59495,0,0
COL23A1,0,0,0
COL24A1,-0.41041,0,0
COL25A1,0,0,0
COL27A1,0.32848,0.085763506,0.085763506
COL28A1,-0.45734,0.395167589,0.395167589
COL3A1,0.34654,0,0
COL4A2,-1.70914,1.66E-57,1.66E-57
COL4A2-AS1,0,0,0
COL4A3,0.07917,0.824181748,0.824181748
COL4A3BP,0.2788,0.120586559,0.120586559
COL4A4,-0.03684,0.899913293,0.899913293
COL4A5,-0.33296,0.184060988,0.184060988
COL4A6,-1.19627,4.98E-05,4.98E-05
COL5A1,-0.45716,0.080760858,0.080760858
COL5A2,-0.75614,3.49E-12,3.49E-12
COL5A3,0.52558,0,0
COL6A1,-1.67557,0,0
COL6A2,-0.14746,0.76277479,0.76277479
COL6A3,-0.39834,0,0
COL6A4P1,-0.07325,0,0
COL6A4P2,0,0,0
COL6A5,0,0,0
COL6A6,0,0,0
COL7A1,-0.32063,0.013739667,0.013739667
COL8A1,0,0,0
COL8A2,0,0,0
COL9A1,0,0,0
COL9A2,0.29554,0,0
COL9A3,0.2494,0,0
COLEC10,0,0,0
COLEC11,1.35324,0,0
COLEC12,-0.02925,0,0
COLQ,-0.32093,0,0
COMMD1,-0.67464,0,0
COMMD10,-0.44304,0.061480951,0.061480951
COMMD2,-0.39287,0.056245414,0.056245414
COMMD3,0.42881,0.270091897,0.270091897
COMMD3-BMI1,0,0,0
COMMD4,-0.64723,0.000295073,0.000295073
COMMD5,-0.13665,0.571824701,0.571824701
COMMD6,-0.43181,0.004826346,0.004826346
COMMD7,-0.32804,0.028549802,0.028549802
COMMD8,-0.16136,0.648118128,0.648118128
COMMD9,-0.84208,2.39E-05,2.39E-05
COMP,-0.02925,0,0
COMT,-0.53318,0.024673821,0.024673821
COMTD1,0.11585,0.682341216,0.682341216
COPA,-0.59695,6.97E-13,6.97E-13
COPB1,-0.2918,0.002283979,0.002283979
COPB2,-0.29032,0.019949068,0.019949068
COPE,-0.68371,0.001408316,0.001408316
COPG1,-0.39365,0.004867925,0.004867925
COPG2,-0.22906,0.507914262,0.507914262
COPRS,-0.01189,0.967685479,0.967685479
COPS2,0.7649,2.16E-09,2.16E-09
COPS3,-0.08592,0.551412843,0.551412843
COPS4,0.03604,0.880384224,0.880384224
COPS5,-0.10186,0.547982625,0.547982625
COPS6,-1.0882,9.86E-20,9.86E-20
COPS7A,-0.41722,0.065366475,0.065366475
COPS7B,-0.34101,0.055792,0.055792
COPS8,-0.24632,0.21149788,0.21149788
COPZ1,-0.21447,0.038208953,0.038208953
COPZ2,-0.49951,0,0
COQ10A,-0.09292,0.833633811,0.833633811
COQ10B,0.59941,0.000185648,0.000185648
COQ2,-0.22083,0.442248026,0.442248026
COQ3,-0.16056,0.71958598,0.71958598
COQ4,-0.28195,0.237412628,0.237412628
COQ5,-0.2534,0.274742934,0.274742934
COQ6,0.0783,0.811100886,0.811100886
COQ7,0.24477,0.31496182,0.31496182
COQ9,-0.07417,0.688821212,0.688821212
CORIN,0,0,0
CORO1A,-0.18171,0,0
CORO1B,-0.66497,3.61E-05,3.61E-05
CORO1C,-0.85989,5.93E-22,5.93E-22
CORO2A,-0.40507,0.193299388,0.193299388
CORO6,-1.08679,0,0
CORO7,-0.15293,0,0
CORO7-PAM16,0,0,0
CORT,0.12611,0,0
COTL1,-0.82406,4.96E-13,4.96E-13
COX10,0.24274,0.25251825,0.25251825
COX10-AS1,0.37875,0.524409755,0.524409755
COX11,-0.03872,0.875596524,0.875596524
COX14,-0.65963,0.00181022,0.00181022
COX15,-0.54657,7.99E-08,7.99E-08
COX16,-0.29307,0.61162024,0.61162024
COX17,-0.46718,0.068965161,0.068965161
COX18,-0.00975,0.97813985,0.97813985
COX19,0.00107,0.99774182,0.99774182
COX20,0.18817,0.295690786,0.295690786
COX4I1,-0.6042,1.57E-11,1.57E-11
COX4I2,0,0,0
COX5A,-0.28686,0.016905881,0.016905881
COX5B,-0.38565,0,0
COX6A1,-0.81946,0,0
COX6A2,0,0,0
COX6B1,-0.61513,2.21E-08,2.21E-08
COX6B2,0.45,0,0
COX6C,-0.37968,0.054804367,0.054804367
COX7A1,0,0,0
COX7A2,-0.3544,0.002075846,0.002075846
COX7A2L,-0.49865,1.08E-05,1.08E-05
COX7B,-0.48542,2.16E-09,2.16E-09
COX7B2,0,0,0
COX7C,-0.55876,2.16E-05,2.16E-05
COX8A,-0.58156,0.002749469,0.002749469
COX8C,-0.04114,0,0
CP,0.93579,2.46E-16,2.46E-16
CPA1,0,0,0
CPA2,0,0,0
CPA3,0,0,0
CPA5,-0.04114,0,0
CPA6,0.44841,0,0
CPAMD8,0.54612,0,0
CPB1,-0.02925,0,0
CPB2,-0.45876,0,0
CPB2-AS1,-0.24685,0,0
CPD,-0.11164,0.491203532,0.491203532
CPE,-1.25683,3.21E-06,3.21E-06
CPEB1,-0.59236,0.121937175,0.121937175
CPEB2,1.50985,9.39E-40,9.39E-40
CPEB3,0.99231,0.050815214,0.050815214
CPEB4,1.38938,1.29E-18,1.29E-18
CPED1,0,0,0
CPLX1,0.66914,0,0
CPLX3,0,0,0
CPLX4,0.12611,0,0
CPN1,-0.04676,0,0
CPN2,0,0,0
CPNE1,-0.53291,7.87E-05,7.87E-05
CPNE2,-0.52722,0.026412553,0.026412553
CPNE3,-0.16204,0.548281374,0.548281374
CPNE4,-0.06717,0.907277723,0.907277723
CPNE5,0.38762,0,0
CPNE6,0,0,0
CPNE7,-0.22287,0.23446636,0.23446636
CPNE8,0.32891,0.084250743,0.084250743
CPNE9,0.62206,0,0
CPO,-0.02925,0,0
CPOX,0.12183,0.59920876,0.59920876
CPPED1,-0.93668,2.40E-16,2.40E-16
CPQ,-0.41308,0,0
CPS1,0.44612,0.000159712,0.000159712
CPS1-IT1,0,0,0
CPSF1,-0.20468,0.150238083,0.150238083
CPSF2,0.00724,0.968841406,0.968841406
CPSF3,-0.15816,0.329336173,0.329336173
CPSF3L,-0.48184,0.013446809,0.013446809
CPSF4,0.07873,0.723601121,0.723601121
CPSF4L,-0.23077,0,0
CPSF6,0.18829,0.262253338,0.262253338
CPSF7,0.6244,1.46E-08,1.46E-08
CPT1A,0.32442,0.057891843,0.057891843
CPT1B,0.16392,0,0
CPT1C,-0.26275,0,0
CPT2,-0.16204,0.483032472,0.483032472
CPVL,-0.43255,0,0
CPXCR1,0,0,0
CPXM1,-0.04114,0,0
CPXM2,-0.0725,0,0
CPZ,-0.32425,0,0
CR1,0,0,0
CR1L,0,0,0
CR2,0,0,0
CRABP1,-0.03474,0,0
CRABP2,0.08808,0,0
CRADD,-0.22341,0.598310962,0.598310962
CRAMP1L,0.97642,4.51E-05,4.51E-05
CRAT,-0.17743,0.528004988,0.528004988
CRB1,0.38762,0,0
CRB2,-0.47417,0,0
CRB3,0.31751,0.573508872,0.573508872
CRBN,0.43132,0.049271511,0.049271511
CRCP,0.12709,0.623935533,0.623935533
CRCT1,-0.15071,0,0
CREB1,0.84398,2.01E-06,2.01E-06
CREB3,-0.37431,0.023372142,0.023372142
CREB3L1,-0.97302,0,0
CREB3L2,-0.02965,0.895559478,0.895559478
CREB3L3,0.72556,0,0
CREB3L4,-0.19458,0.691544421,0.691544421
CREBBP,0.3909,0.005256698,0.005256698
CREBL2,0.04162,0.859161293,0.859161293
CREBZF,0.63755,1.48E-08,1.48E-08
CREG1,0.13984,0.49022986,0.49022986
CREG2,-0.08952,0,0
CRELD1,0.06157,0.829404715,0.829404715
CRELD2,-0.6294,0.030282274,0.030282274
CREM,0.01733,0.954366202,0.954366202
CRH,0.27902,0,0
CRHBP,-0.02925,0,0
CRHR1,0,0,0
CRHR1-IT1,-0.44094,0.444378169,0.444378169
CRHR2,-0.04114,0,0
CRIM1,-0.15609,0.122778552,0.122778552
CRIP1,-0.62563,1.16E-06,1.16E-06
CRIP2,-0.67803,0.001315419,0.001315419
CRIPAK,-1.53926,0,0
CRIPT,0.56314,0.001718361,0.001718361
CRISP1,0,0,0
CRISP2,0,0,0
CRISP3,-0.05797,0,0
CRISPLD1,0.62102,0,0
CRK,-0.01136,0.95453574,0.95453574
CRKL,1.1885,4.91E-25,4.91E-25
CRLF1,-0.26466,0,0
CRLF2,-0.5932,0,0
CRLF3,0.10205,0.836361529,0.836361529
CRLS1,-0.13205,0.559257424,0.559257424
CRMP1,-0.44125,0,0
CRNDE,0.17415,0.78766584,0.78766584
CRNKL1,0.23228,0.252940353,0.252940353
CRNN,0,0,0
CROCC,-0.12432,0.754323506,0.754323506
CROCCP2,0.55022,0.021344017,0.021344017
CROCCP3,0.26008,0.609571643,0.609571643
CROT,-0.43632,0.05350957,0.05350957
CRP,0,0,0
CRSP8P,-0.34187,0,0
CRTAM,0.31641,0,0
CRTAP,-0.16602,0.233214605,0.233214605
CRTC1,-0.48601,0.205094605,0.205094605
CRTC2,1.02358,8.94E-10,8.94E-10
CRTC3,0.36066,0.163287913,0.163287913
CRX,0.16819,0,0
CRY1,0.9692,6.82E-06,6.82E-06
CRY2,0.70726,0.063428566,0.063428566
CRYAA,0,0,0
CRYAB,-1.24628,0,0
CRYBA1,0,0,0
CRYBA2,0,0,0
CRYBA4,0,0,0
CRYBB1,0,0,0
CRYBB2,0.25295,0,0
CRYBB2P1,0.44499,0.281107972,0.281107972
CRYBB3,-0.19959,0,0
CRYBG3,0.4852,0.049606729,0.049606729
CRYGA,0,0,0
CRYGB,0,0,0
CRYGC,0,0,0
CRYGD,0,0,0
CRYGN,-0.04114,0,0
CRYGS,0.15333,0,0
CRYL1,0.09995,0.879595918,0.879595918
CRYM,0.35935,0,0
CRYM-AS1,0.12904,0,0
CRYZ,-0.51222,5.46E-06,5.46E-06
CRYZL1,-0.29231,0.466805501,0.466805501
CS,-0.38708,2.56E-06,2.56E-06
CSAD,0.31416,0.23320063,0.23320063
CSAG1,0,0,0
CSAG2,0,0,0
CSAG3,0,0,0
CSAG4,0,0,0
CSDA,-0.45581,0.004474569,0.004474569
CSDAP1,-0.29284,0,0
CSDC2,-0.14267,0,0
CSDE1,-0.43948,9.90E-07,9.90E-07
CSE1L,-0.41111,0.000273178,0.000273178
CSF1R,0,0,0
CSF2RA,-0.63903,0.214946053,0.214946053
CSF2RB,0,0,0
CSF3R,0,0,0
CSGALNACT1,-0.04671,0.742289113,0.742289113
CSGALNACT2,1.1652,0.000671476,0.000671476
CSH1,0,0,0
CSH2,1.5552,0,0
CSHL1,0,0,0
CSK,-0.09459,0.652399305,0.652399305
CSMD1,0,0,0
CSMD2,0,0,0
CSMD3,0.10059,0,0
CSN1S1,0,0,0
CSN1S2AP,0,0,0
CSN1S2BP,0,0,0
CSN2,0,0,0
CSN3,-0.02925,0,0
CSNK1A1,0.40546,3.05E-05,3.05E-05
CSNK1A1L,-0.02925,0,0
CSNK1A1P1,0,0,0
CSNK1D,-0.05618,0.680766689,0.680766689
CSNK1E,0.02537,0.934716891,0.934716891
CSNK1G1,0.32837,0.001685512,0.001685512
CSNK1G2,0.2783,0.144310389,0.144310389
CSNK1G2-AS1,0,0,0
CSNK1G3,0.58736,0.00789775,0.00789775
CSNK2A1,-0.06901,0.594935668,0.594935668
CSNK2A2,0.36672,0.108873065,0.108873065
CSNK2A3,0.27402,0,0
CSNK2B,-0.11761,0.4817653,0.4817653
CSPG4,-0.0725,0,0
CSPG4P1Y,0,0,0
CSPG5,0.27021,0,0
CSPP1,0.52942,0.019656655,0.019656655
CSRNP2,0.38511,0.067905379,0.067905379
CSRNP3,-0.04894,0,0
CSRP1,-1.3691,1.92E-42,1.92E-42
CSRP2,0.23039,0.621107364,0.621107364
CSRP2BP,0.00556,0.989764667,0.989764667
CSRP3,0,0,0
CST1,-1.7625,0,0
CST11,0,0,0
CST13P,0,0,0
CST3,-0.67366,0.00034735,0.00034735
CST4,-1.05864,0,0
CST5,-0.41127,0,0
CST6,0,0,0
CST7,0,0,0
CST8,0,0,0
CST9,0,0,0
CST9L,0,0,0
CSTA,0.26829,0,0
CSTB,0.132,0.437787499,0.437787499
CSTF1,0.60227,0.000621826,0.000621826
CSTF2,-0.12839,0.623450223,0.623450223
CSTF2T,0.68717,0.000343614,0.000343614
CSTF3,0.7368,4.99E-06,4.99E-06
CSTF3-AS1,0.02024,0,0
CSTL1,0,0,0
CT45A1,0,0,0
CT45A2,0,0,0
CT45A3,0,0,0
CT45A4,0,0,0
CT45A5,-0.02925,0,0
CT45A6,0,0,0
CT47A1,0,0,0
CT47A10,0,0,0
CT47A11,0,0,0
CT47A12,0,0,0
CT47A2,0,0,0
CT47A3,0,0,0
CT47A4,0,0,0
CT47A5,0,0,0
CT47A6,0,0,0
CT47A7,0,0,0
CT47A8,0,0,0
CT47A9,0,0,0
CT47B1,0,0,0
CT49,-0.22313,0,0
CT60,-0.2267,0,0
CT62,0.11893,0,0
CT64,0,0,0
CTAG1A,0,0,0
CTAG1B,0,0,0
CTAG2,0,0,0
CTAGE1,-0.05306,0,0
CTAGE10P,-0.04114,0,0
CTAGE11P,-0.10689,0,0
CTAGE15P,0,0,0
CTAGE4,0,0,0
CTAGE5,0.09047,0.612052292,0.612052292
CTAGE6P,0,0,0
CTAGE7P,0,0,0
CTAGE9,0,0,0
